last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Rickard, Joey,572073,158,17.6,35.4,104.1,84.6,90.3,79.1,410,183,389,32,20.3,6,3.8,2.6
Asuaje, Carlos,641319,147,14.2,36.1,104.0,86.4,90.5,82.5,401,177,393,36,25.2,6,4.1,2.8
La Stella, Tommy,600303,142,8.1,33.1,103.9,86.0,89.6,85.3,391,151,378,35,24.6,2,1.4,1.0
Wilson, Bobby,435064,102,10.4,27.5,103.8,80.1,86.8,75.6,392,154,387,23,22.5,3,2.9,2.0
Fletcher, David,664058,255,12.8,35.7,103.7,83.2,85.5,83.5,393,162,393,52,20.4,1,0.4,0.3
Butera, Drew,460077,126,18.6,32.5,103.7,86.1,91.0,83.5,395,185,368,33,26.2,2,1.6,1.1
Arcia, Francisco,516472,76,9.8,31.6,103.6,81.5,88.6,76.1,400,151,392,15,19.7,5,6.6,4.7
Scherzer, Max,453286,61,-6.9,21.3,103.6,76.7,89.9,71.4,362,102,,10,16.4,1,1.6,1.3
Perez, Michael,605421,58,16.9,36.2,103.5,87.4,91.2,84.8,379,189,364,17,29.3,1,1.7,1.3
Wolters, Tony,547172,151,5.0,24.5,103.4,84.3,88.4,83.3,418,132,396,32,21.2,5,3.3,2.3
Sogard, Eric,519299,76,15.8,43.4,103.4,83.7,87.4,79.6,365,184,,18,23.7,1,1.3,0.9
Nido, Tomas,621512,59,8.8,28.8,103.2,85.7,92.5,81.3,400,144,400,18,30.5,1,1.7,1.1
Holaday, Bryan,592407,125,14.5,34.4,103.1,83.3,87.5,79.7,394,166,394,20,16.0,1,0.8,0.6
Narvaez, Omar,553882,217,13.0,43.8,102.5,85.1,89.4,81.3,407,173,380,53,24.4,6,2.8,1.9
Tomlinson, Kelby,605509,106,1.2,26.4,102.3,80.7,85.8,78.2,387,111,,17,16.0,1,0.9,0.7
Valera, Breyvic,591971,55,11.4,30.9,102.1,82.7,85.5,80.9,366,170,,9,16.4,1,1.8,1.3
Hamilton, Billy,571740,376,14.3,36.7,101.9,79.3,83.0,76.2,392,159,375,32,8.6,2,0.5,0.4
Gentry, Craig,502226,126,7.8,31.0,101.4,82.2,88.3,77.7,420,147,420,26,20.6,2,1.6,1.2
Tocci, Carlos,624636,88,8.9,26.1,101.1,76.2,82.4,71.9,372,145,,12,13.6,0,0.0,0.0
Newman, Kevin,621028,69,5.7,34.8,100.9,83.5,86.3,81.8,387,130,,12,17.4,1,1.4,1.0
Torreyes, Ronald,591720,84,10.4,36.9,100.7,81.8,85.5,80.4,389,152,,8,9.5,1,1.2,1.0
Kemp, Tony,643393,215,10.8,34.4,100.2,82.6,88.7,77.2,396,160,361,38,17.7,1,0.5,0.3
Kozma, Pete,518902,56,10.3,35.7,100.0,83.1,87.0,79.8,403,174,403,12,21.4,1,1.8,1.4
Valentin, Jesmuel,621044,56,20.4,42.9,100.0,84.9,88.0,81.7,385,198,359,9,16.1,1,1.8,1.1
